Nf,sample,Nd,occurence,Site,Tree,Plug,Site_tree_plug,State,dateSamp,dbh,NeoFruiting,RaisedCanker,TarrySpots,Wax,Xylococcus,TreeCond,quartile,NeoCoverage,lat,lon,elev_m,Year_infection_observed.min,county,year_sampled,duration_infection,Site_mean.dbh,Site_mean.NeoFruiting,Site_mean.RaisedCanker,Site_mean.TarrySpots,Site_mean.Wax,Site_mean.Xylococcus,Site_mean.TreeCond,ppt,tmax,MAT,tmin,total_seqs
1,BP178,0,Nf,MES1,18,1,MES1_18_1,ME,31-May-18,16,1,3,1,2,0,3,upper quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,4753
1,BP179,0,Nf,TSP1,16,1,TSP1_16_1,PA,15-Dec-17,33.7,0,3,1,2,0,1,upper quartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,22361
1,BP18,0,Nf,GK1j,11,1,GK1j_11_1,WV,2-May-18,16.2,1,2,0,1,1,2,lower quartile dbh,1,38.60741,-79.84431,1161,1999,Randolph,2018,19,25.69607843,0.156862745,1.647058824,0,0.607843137,0.745098039,2.470588235,1385.109985,12.9491663,7.011250019,1.073333263,4919
1,BP180,0,Nf,TSP1,18,1,TSP1_18_1,PA,15-Dec-17,12.3,2,2,0,1,0,2,lower quartile dbh,1,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,73238
0,BP181,0,none,WF1,47,1,WF1_47_1,WI,22-Apr-18,19.9,0,0,0,3,0,2,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,53927
1,BP182,0,Nf,MES1,32,4,MES1_32_4,ME,31-May-18,12.7,1,2,31,1,0,1,lower quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,1592
1,BP183,1,both,MI1,11,1,MI1_11_1,MI,26-Apr-18,40.6,5,0,0,2,0,3,upper quartile dbh,4,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,17020
0,BP184,0,none,WF1,24,1,WF1_24_1,WI,22-Apr-18,24.4,0,0,0,4,0,2,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,47965
0,BP185,0,none,WF1,6,1,WF1_6_1,WI,22-Apr-18,20.5,0,0,0,4,0,2,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,99890
1,BP186,0,Nf,TSP1,47,1,TSP1_47_1,PA,15-Dec-17,15.5,2,2,0,2,0,2,interquartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,5893
1,BP187,1,both,MI1,2,2,MI1_2_2,MI,26-Apr-18,33.6,1,1,0,1,0,2,lower quartile dbh,1,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,24217
1,BP188,0,Nf,ADN1,25,2,ADN1_25_2,NY,26-May-18,31.8,1,3,0,1,1,3,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,62497
1,BP189,0,Nf,MES1,31,4,MES1_31_4,ME,31-May-18,12.9,2,3,18,1,0,1,interquartile dbh,2,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,36895
1,BP19,0,Nf,CW1,1,4,CW1_1_4,NH,18-Jan-19,26.6,1,1,0,1,0,0,interquartile dbh,NA,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,29765
1,BP190,0,Nf,MI1,11,4,MI1_11_4,MI,26-Apr-18,40.6,5,0,0,2,0,3,upper quartile dbh,5,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,44137
0,BP191,0,none,WF1,8,1,WF1_8_1,WI,22-Apr-18,19.8,0,0,0,5,0,2,lower quartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,1500
0,BP192,0,none,WF1,46,1,WF1_46_1,WI,22-Apr-18,28,0,0,0,5,0,3,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,7127
1,BP193,1,both,MI1,5,1,MI1_5_1,MI,26-Apr-18,32.9,0,0,0,1,0,1,lower quartile dbh,0,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,13439
0,BP194,0,none,WF1,34,1,WF1_34_1,WI,22-Apr-18,28.3,0,0,0,4,0,1,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,12581
0,BP195,0,none,WF1,27,1,WF1_27_1,WI,22-Apr-18,14.9,0,0,0,3,0,1,lower quartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,2232
1,BP197,0,Nf,WF1,19,1,WF1_19_1,WI,22-Apr-18,43.6,0,0,0,3,0,2,upper quartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,24895
1,BP198,0,Nf,MES1,32,6,MES1_32_6,ME,31-May-18,12.7,1,2,31,1,0,1,lower quartile dbh,0,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,5224
1,BP199,1,both,MI1,43,3,MI1_43_3,MI,26-Apr-18,49.5,4,0,0,1,0,1,upper quartile dbh,3,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,4212
1,BP2,0,Nf,GK1j,11,4,GK1j_11_4,WV,2-May-18,16.2,1,2,0,1,1,2,lower quartile dbh,1,38.60741,-79.84431,1161,1999,Randolph,2018,19,25.69607843,0.156862745,1.647058824,0,0.607843137,0.745098039,2.470588235,1385.109985,12.9491663,7.011250019,1.073333263,116837
1,BP20,0,Nf,ASH2,3,1,ASH2_3_1,NC,27-Jan-19,24.6,3,0,0,1,0,2,upper quartile dbh,3,35.320256,-82.843865,1550,1999,Haywood,2019,20,16.6921875,0.703125,0.03125,0,0.453125,0,0.625,1951.430054,15.59000015,10.11666679,4.643333435,456
1,BP201,0,Nf,MES1,32,2,MES1_32_2,ME,31-May-18,12.7,1,2,31,1,0,1,lower quartile dbh,2,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,9629
0,BP203,0,none,TSP1,13,1,TSP1_13_1,PA,15-Dec-17,15.4,0,1,0,1,0,2,interquartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,3562
1,BP204,0,Nf,TSP1,26,1,TSP1_26_1,PA,15-Dec-17,23.1,0,1,0,1,0,1,upper quartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,6407
0,BP205,0,none,MI1,42,3,MI1_42_3,MI,26-Apr-18,10.2,0,2,0,1,0,0,lower quartile dbh,0,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,15509
1,BP206,0,Nf,ADN1,42,4,ADN1_42_4,NY,26-May-18,30.8,1,3,1,1,1,1,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,1786
1,BP207,0,Nf,MES1,31,3,MES1_31_3,ME,31-May-18,12.9,2,3,18,1,0,1,interquartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,371
1,BP208,0,Nf,TSP1,34,1,TSP1_34_1,PA,15-Dec-17,10.2,0,1,0,2,0,0,lower quartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,7938
0,BP209,0,none,WF1,28,1,WF1_28_1,WI,22-Apr-18,33.5,0,0,0,3,0,1,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,42448
1,BP21,0,Nf,MEN1,33,1,MEN1_33_1,ME,6-Jun-18,14,1,3,3,1,1,1,interquartile dbh,1,46.65849,-68.69133,432,1950,Aroostook,2018,68,16.96078431,0.235294118,2.509803922,6.215686275,0.921568627,0.666666667,2.058823529,1073.420044,9.851666451,3.580416679,-2.69083333,6500
0,BP210,0,none,WF1,16,1,WF1_16_1,WI,22-Apr-18,26.3,0,0,0,2,0,1,interquartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,27206
0,BP211,0,none,TSP1,4,1,TSP1_4_1,PA,15-Dec-17,12.1,0,1,0,1,0,2,lower quartile dbh,0,41.21444,-75.38344,642,1975,Monroe,2017,42,18.21698113,0.283018868,1.245283019,0.094339623,0.962264151,0,1.754716981,1376.579956,12.72166634,7.735833645,2.75,272
0,BP212,1,Nd,WF1,36,1,WF1_36_1,WI,22-Apr-18,50.3,0,0,0,5,0,1,upper quartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,59009
1,BP22,0,Nf,CW1,6,1,CW1_6_1,NH,18-Jan-19,32.2,2,1,1,2,0,1,upper quartile dbh,1,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,21697
1,BP23,0,Nf,ADS1,20,4,ADS1_20_4,NY,29-Apr-18,23.2,3,3,0,1,0,1,interquartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,1175
1,BP24,0,Nf,GK1j,42,1,GK1j_42_1,WV,2-May-18,23.6,1,2,0,1,1,1,interquartile dbh,1,38.60741,-79.84431,1161,1999,Randolph,2018,19,25.69607843,0.156862745,1.647058824,0,0.607843137,0.745098039,2.470588235,1385.109985,12.9491663,7.011250019,1.073333263,29050
1,BP25,0,Nf,CW1,8,2,CW1_8_2,NH,18-Jan-19,38.4,3,1,1,3,0,0,upper quartile dbh,1,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,5075
1,BP26,0,Nf,ADS1,18,1,ADS1_18_1,NY,29-Apr-18,21.1,1,2,0,2,0,2,interquartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,24893
1,BP27,0,Nf,ADS1,4,5,ADS1_4_5,NY,29-Apr-18,30,2,3,0,1,0,1,upper quartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,6936
1,BP28,0,Nf,ADS1,35,1,ADS1_35_1,NY,29-Apr-18,21.2,2,2,0,1,0,1,interquartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,12858
1,BP29,0,Nf,ADS1,35,4,ADS1_35_4,NY,29-Apr-18,21.2,2,2,0,1,0,1,interquartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,47
0,BP3,0,none,ASH2,37,1,ASH2_37_1,NC,27-Jan-19,17.1,0,0,0,0,0,1,interquartile dbh,0,35.320256,-82.843865,1550,1999,Haywood,2019,20,16.6921875,0.703125,0.03125,0,0.453125,0,0.625,1951.430054,15.59000015,10.11666679,4.643333435,803
1,BP30,0,Nf,ASH2,23,1,ASH2_23_1,NC,27-Jan-19,23,0,0,0,0,0,1,upper quartile dbh,0,35.320256,-82.843865,1550,1999,Haywood,2019,20,16.6921875,0.703125,0.03125,0,0.453125,0,0.625,1951.430054,15.59000015,10.11666679,4.643333435,273
1,BP31,0,Nf,ADN1,19,3,ADN1_19_3,NY,26-May-18,19.3,2,2,0,2,1,1,lower quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,6916
0,BP32,0,none,ADN1,20,1,ADN1_20_1,NY,26-May-18,14.4,0,0,1,2,1,1,lower quartile dbh,0,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,669
1,BP33,0,Nf,ADS1,41,1,ADS1_41_1,NY,29-Apr-18,69.7,1,1,0,1,0,0,upper quartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,44285
1,BP34,1,both,ADS1,4,4,ADS1_4_4,NY,29-Apr-18,30,2,3,0,1,0,1,upper quartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,42206
1,BP35,1,both,ADS1,4,3,ADS1_4_3,NY,29-Apr-18,30,2,3,0,1,0,1,upper quartile dbh,0,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,58677
1,BP37,0,Nf,ADS1,4,1,ADS1_4_1,NY,29-Apr-18,30,2,3,0,1,0,1,upper quartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,15797
1,BP38,0,Nf,ADN1,35,2,ADN1_35_2,NY,26-May-18,24.7,1,3,0,1,0,1,interquartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,6817
1,BP39,0,Nf,ADN1,39,1,ADN1_39_1,NY,26-May-18,20,1,1,0,1,0,0,interquartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,20809
1,BP4,0,Nf,ASH2,10,1,ASH2_10_1,NC,27-Jan-19,34.3,1,0,0,1,0,2,upper quartile dbh,2,35.320256,-82.843865,1550,1999,Haywood,2019,20,16.6921875,0.703125,0.03125,0,0.453125,0,0.625,1951.430054,15.59000015,10.11666679,4.643333435,113727
1,BP40,1,both,ADN1,35,3,ADN1_35_3,NY,26-May-18,24.7,1,3,0,1,0,1,interquartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,10209
1,BP41,0,Nf,ADS1,14,5,ADS1_14_5,NY,29-Apr-18,23.2,4,2,0,1,0,1,interquartile dbh,3,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,26481
1,BP42,0,Nf,ADS1,24,1,ADS1_24_1,NY,29-Apr-18,26.4,0,0,0,1,0,0,upper quartile dbh,0,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,642
1,BP43,1,both,ADS1,5,1,ADS1_5_1,NY,29-Apr-18,23.5,1,3,0,1,0,1,upper quartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,16893
1,BP44,0,Nf,ADN1,35,4,ADN1_35_4,NY,26-May-18,24.7,1,3,0,1,0,1,interquartile dbh,2,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,57918
1,BP45,0,Nf,ADS1,21,4,ADS1_21_4,NY,29-Apr-18,13.4,2,3,0,1,0,1,lower quartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,45971
1,BP46,0,Nf,ADS1,20,3,ADS1_20_3,NY,29-Apr-18,23.2,3,3,0,1,0,1,interquartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,34448
1,BP47,1,both,ADS1,10,3,ADS1_10_3,NY,29-Apr-18,13,3,2,0,2,0,0,lower quartile dbh,3,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,33030
1,BP48,0,Nf,ADN1,42,2,ADN1_42_2,NY,26-May-18,30.8,1,3,1,1,1,1,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,1111
1,BP49,0,Nf,ADS1,20,2,ADS1_20_2,NY,29-Apr-18,23.2,3,3,0,1,0,1,interquartile dbh,2,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,7645
1,BP5,0,Nf,GK1j,11,2,GK1j_11_2,WV,2-May-18,16.2,1,2,0,1,1,2,lower quartile dbh,1,38.60741,-79.84431,1161,1999,Randolph,2018,19,25.69607843,0.156862745,1.647058824,0,0.607843137,0.745098039,2.470588235,1385.109985,12.9491663,7.011250019,1.073333263,174797
1,BP50,0,Nf,CW1,3,1,CW1_3_1,NH,18-Jan-19,26.5,2,1,1,2,0,0,interquartile dbh,2,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,297
0,BP51,0,none,ADN1,3,1,ADN1_3_1,NY,26-May-18,21.1,0,0,0,0,0,0,interquartile dbh,0,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,91
1,BP52,0,Nf,ADN1,25,1,ADN1_25_1,NY,26-May-18,31.8,1,3,0,1,1,3,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,15769
1,BP53,0,Nf,ADS1,14,3,ADS1_14_3,NY,29-Apr-18,23.2,4,2,0,1,0,1,interquartile dbh,3,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,102634
1,BP54,0,Nf,ADS1,21,1,ADS1_21_1,NY,29-Apr-18,13.4,2,3,0,1,0,1,lower quartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,11398
1,BP55,0,Nf,CW1,1,1,CW1_1_1,NH,18-Jan-19,26.6,1,1,0,1,0,0,interquartile dbh,2,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,14406
0,BP56,0,none,ADS1,37,1,ADS1_37_1,NY,29-Apr-18,11.8,0,0,0,1,0,0,lower quartile dbh,0,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,5
0,BP57,0,none,ADN1,25,3,ADN1_25_3,NY,26-May-18,31.8,1,3,0,1,1,3,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,6
1,BP58,0,Nf,ADS1,21,5,ADS1_21_5,NY,29-Apr-18,13.4,2,3,0,1,0,1,lower quartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,16369
1,BP59,0,Nf,CW1,10,1,CW1_10_1,NH,18-Jan-19,13.5,0,2,1,2,0,1,lower quartile dbh,0,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,1901
1,BP6,0,Nf,CW1,11,1,CW1_11_1,NH,18-Jan-19,20.3,1,2,1,2,0,0,lower quartile dbh,0,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,38801
1,BP62,0,Nf,ADN1,42,6,ADN1_42_6,NY,26-May-18,30.8,1,3,1,1,1,1,upper quartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,1589
1,BP63,0,Nf,CW1,7,1,CW1_7_1,NH,18-Jan-19,18,1,2,0,2,0,0,lower quartile dbh,3,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,4873
1,BP64,0,Nf,ADN1,39,2,ADN1_39_2,NY,26-May-18,20,1,1,0,1,0,0,interquartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,2400
1,BP65,0,Nf,ADN1,35,1,ADN1_35_1,NY,26-May-18,24.7,1,3,0,1,0,1,interquartile dbh,1,44.49242,-74.02946,603,1975,Franklin,2018,43,18.13,0.18,0.58,0.08,0.98,0.38,0.52,1140.719971,11.32499981,5.073333263,-1.178333402,1794
1,BP66,0,Nf,ADS1,3,1,ADS1_3_1,NY,29-Apr-18,11.5,1,3,0,1,0,1,lower quartile dbh,1,43.08413,-74.44064,430,1960,Fulton,2018,58,23.75882353,0.745098039,1.980392157,0,0.882352941,0.039215686,1.549019608,1229.859985,12.16166687,6.522083282,0.882499993,56169
1,BP68,1,both,MES1,34,1,MES1_34_1,ME,31-May-18,15.4,1,3,9,2,1,2,upper quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,21755
1,BP69,0,Nf,MI1,18,2,MI1_18_2,MI,26-Apr-18,42.6,1,0,0,4,0,2,upper quartile dbh,0,45.31791,-84.67228,885,2006,Cheboygan,2018,12,28.98235294,0.254901961,0.31372549,1.019607843,1.823529412,0,1.411764706,818.2600098,12.40750027,6.324166775,0.240833417,86
1,BP7,0,Nf,CW1,14,1,CW1_14_1,NH,18-Jan-19,31.4,1,1,1,1,0,0,interquartile dbh,1,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,39785
1,BP70,0,Nf,MES1,34,2,MES1_34_2,ME,31-May-18,15.4,1,3,9,2,1,2,upper quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,8016
1,BP71,0,Nf,MES1,32,3,MES1_32_3,ME,31-May-18,12.7,1,2,31,1,0,1,lower quartile dbh,1,44.83071,-68.59962,58,1950,Penobscot,2018,68,17.13265306,0.224489796,2.87755102,3.510204082,1.081632653,0.06122449,2.510204082,1080.219971,12.25,6.495416641,0.740833282,14974
1,BP72,0,Nf,WF1,15,1,WF1_15_1,WI,22-Apr-18,18.5,0,0,0,3,0,2,lower quartile dbh,0,44.92835,-87.18913,616,2009,Door,2018,9,30.14901961,0,0,0,3.254901961,0,2.196078431,797.6300049,11.61499977,6.860000134,2.105000019,26865
1,BP73,0,Nf,CW1,1,3,CW1_1_3,NH,18-Jan-19,26.6,1,1,0,1,0,0,interquartile dbh,0,43.133999,-70.951026,15,1960,Strafford,2019,59,27.76428571,1.214285714,1.357142857,0.928571429,1.642857143,0,0.428571429,1150.579956,14.38083363,8.432916641,2.485000134,7031
